NT08AB0001	NT16AB0001	NT17AB0001	NT20ABA0020
NT08AB1562	NT16AB2352	----------	NT20ABA1554
NT08AB1563	NT16AB2351	----------	NT20ABA1555
NT08AB1564	NT16AB2350	----------	NT20ABA1556
NT08AB1565	NT16AB2349	----------	NT20ABA1557
NT08AB1566	NT16AB2348	----------	NT20ABA1558
NT08AB1567	NT16AB2347	----------	NT20ABA1559
NT08AB1568	NT16AB2346	----------	NT20ABA1560
NT08AB1569	NT16AB2345	----------	NT20ABA1561
NT08AB1570	NT16AB2344	----------	NT20ABA1562
NT08AB1571	NT16AB2343	----------	NT20ABA1563
NT08AB1572	NT16AB2342	----------	NT20ABA1564
NT08AB1573	NT16AB2341	----------	NT20ABA1565
NT08AB1574	NT16AB2340	----------	NT20ABA1566
NT08AB1575	NT16AB2339	----------	NT20ABA1567
NT08AB1576	NT16AB2338	----------	NT20ABA1568
NT08AB1577	NT16AB2337	----------	NT20ABA1569
NT08AB1578	NT16AB2336	----------	NT20ABA1570
NT08AB1579	----------	----------	----------
NT08AB1580	NT16AB2335	----------	NT20ABA1571
NT08AB1581	NT16AB2334	----------	NT20ABA1572
NT08AB1582	NT16AB2333	----------	NT20ABA1573
NT08AB1583	----------	----------	----------
NT08AB1584	----------	----------	----------
NT08AB1585	----------	----------	----------
NT08AB1586	----------	----------	----------
NT08AB1587	NT16AB2330	----------	NT20ABA1576
NT08AB1588	NT16AB2329	----------	NT20ABA1577
NT08AB1589	NT16AB2311	----------	NT20ABA1591
NT08AB1590	NT16AB2310	----------	NT20ABA1592
NT08AB1591	NT16AB2297	----------	NT20ABA1605
NT08AB1592	NT16AB2296	----------	NT20ABA1606
NT08AB1593	NT16AB2295	----------	NT20ABA1607
NT08AB1594	NT16AB2294	----------	NT20ABA1608
NT08AB1595	----------	----------	----------
NT08AB1596	NT16AB2293	----------	NT20ABA1609
NT08AB1597	NT16AB2292	----------	NT20ABA1610
NT08AB1598	----------	----------	----------
NT08AB1599	NT16AB2291	----------	NT20ABA1611
NT08AB1600	NT16AB2290	----------	NT20ABA1612
NT08AB1601	NT16AB2289	----------	NT20ABA1613
NT08AB1602	NT16AB2288	----------	NT20ABA1614
NT08AB1603	NT16AB2287	----------	NT20ABA1615
NT08AB1604	----------	----------	----------
NT08AB1605	NT16AB2266	----------	NT20ABA1636
NT08AB1606	----------	----------	----------
NT08AB1607	----------	----------	----------
NT08AB1608	NT16AB2265	----------	NT20ABA1637
NT08AB1609	NT16AB2264	----------	NT20ABA1638
NT08AB1610	NT16AB2263	----------	NT20ABA1639
NT08AB1611	NT16AB2262	----------	NT20ABA1640
NT08AB1612	NT16AB2261	----------	NT20ABA1641
NT08AB1613	NT16AB2260	----------	NT20ABA1642
NT08AB1614	NT16AB2259	----------	NT20ABA1643
NT08AB1615	NT16AB2258	----------	NT20ABA1644
NT08AB1616	NT16AB2257	----------	NT20ABA1645
NT08AB1617	NT16AB2256	----------	NT20ABA1646
NT08AB1618	NT16AB2255	----------	NT20ABA1647
NT08AB1619	NT16AB2254	----------	NT20ABA1648
NT08AB1620	NT16AB2252	----------	NT20ABA1649
NT08AB1621	NT16AB2251	----------	NT20ABA1651
NT08AB1622	NT16AB2250	----------	NT20ABA1652
NT08AB1623	NT16AB2249	----------	NT20ABA1653
NT08AB1624	NT16AB2248	----------	NT20ABA1654
NT08AB1625	NT16AB2247	----------	NT20ABA1655
NT08AB1626	NT16AB2246	----------	NT20ABA1656
NT08AB1627	NT16AB2245	----------	NT20ABA1657
NT08AB1628	NT16AB2244	----------	NT20ABA1658
NT08AB1629	NT16AB2243	NT17ABB0025	NT20ABA1659
NT08AB1630	NT16AB2242	----------	NT20ABA1661
NT08AB1631	NT16AB2241	----------	NT20ABA1662
NT08AB1632	NT16AB2240	----------	NT20ABA1663
NT08AB1633	NT16AB2239	----------	NT20ABA1664
NT08AB1634	NT16AB2238	----------	NT20ABA1665
NT08AB1635	NT16AB2237	----------	NT20ABA1666
NT08AB1636	NT16AB2236	----------	NT20ABA1667
NT08AB1637	NT16AB2235	----------	NT20ABA1668
NT08AB1638	NT16AB2234	----------	NT20ABA1670
NT08AB1639	NT16AB2233	----------	NT20ABA1671
NT08AB1640	NT16AB2232	----------	NT20ABA1672
NT08AB1641	NT16AB2230	----------	NT20ABA1673
NT08AB1642	NT16AB2229	----------	NT20ABA1674
NT08AB1643	NT16AB2228	----------	NT20ABA1675
NT08AB1644	NT16AB2227	----------	NT20ABA1676
NT08AB1645	NT16AB2226	----------	NT20ABA1677
NT08AB1646	NT16AB2225	----------	NT20ABA1678
NT08AB1647	NT16AB2224	----------	NT20ABA1679
NT08AB1648	----------	----------	----------
NT08AB1649	----------	----------	----------
NT08AB1650	NT16AB2222	----------	NT20ABA1680
NT08AB1651	NT16AB2221	----------	NT20ABA1681
NT08AB1652	NT16AB2220	----------	NT20ABA1682
NT08AB1653	NT16AB2219	----------	NT20ABA1683
NT08AB1654	NT16AB2218	----------	NT20ABA1684
NT08AB1655	NT16AB2217	----------	NT20ABA1685
NT08AB1656	NT16AB2216	----------	NT20ABA1686
NT08AB1657	NT16AB2215	----------	NT20ABA1687
NT08AB1658	NT16AB2214	NT17AB1452	NT20ABA1688
NT08AB1659	NT16AB2213	NT17AB1453	NT20ABA1689
NT08AB1660	NT16AB2212	NT17AB1454	NT20ABA1690
NT08AB1661	NT16AB2210	NT17AB1455	NT20ABA1691
NT08AB1662	NT16AB2209	NT17AB1456	NT20ABA1692
NT08AB1663	NT16AB2208	NT17AB1457	NT20ABA1693
NT08AB1664	NT16AB2207	NT17AB1458	NT20ABA1694
NT08AB1665	----------	----------	----------
NT08AB1666	----------	----------	----------
NT08AB1667	NT16AB2205	----------	NT20ABA1696
NT08AB1668	NT16AB2204	----------	NT20ABA1697
NT08AB1669	NT16AB2203	----------	NT20ABA1698
NT08AB1670	NT16AB2202	----------	NT20ABA1699
NT08AB1671	NT16AB2201	----------	NT20ABA1700
NT08AB1672	NT16AB2200	----------	NT20ABA1701
NT08AB1673	NT16AB2199	----------	NT20ABA1702
NT08AB1674	NT16AB2198	----------	NT20ABA1703
NT08AB1675	NT16AB2197	----------	NT20ABA1704
NT08AB1676	----------	----------	----------
NT08AB1677	NT16AB2196	----------	NT20ABA1705
NT08AB1678	NT16AB2195	----------	NT20ABA1706
NT08AB1679	NT16AB2194	----------	NT20ABA1707
NT08AB1680	NT16AB2193	----------	NT20ABA1708
NT08AB1681	NT16AB2192	----------	NT20ABA1709
NT08AB1682	NT16AB2190	----------	NT20ABA1711
NT08AB1683	----------	----------	----------
NT08AB1684	NT16AB2189	----------	NT20ABA1712
NT08AB1685	NT16AB2188	----------	NT20ABA1713
NT08AB1686	----------	----------	----------
NT08AB1687	NT16AB2187	----------	NT20ABA1714
NT08AB1688	NT16AB2186	----------	NT20ABA1715
NT08AB1689	NT16AB2185	----------	NT20ABA1716
NT08AB1690	NT16AB2184	----------	NT20ABA1717
NT08AB1691	NT16AB2183	----------	NT20ABA1718
NT08AB1692	NT16AB2182	----------	NT20ABA1719
NT08AB1693	NT16AB2181	----------	NT20ABA1720
NT08AB1694	NT16AB2180	----------	NT20ABA1722
NT08AB1695	NT16AB2178	----------	NT20ABA1723
NT08AB1696	NT16AB2177	----------	NT20ABA1724
NT08AB1697	NT16AB2176	----------	NT20ABA1725
NT08AB1698	NT16AB2175	----------	NT20ABA1726
NT08AB1699	NT16AB2173	----------	NT20ABA1728
NT08AB1700	NT16AB2172	----------	NT20ABA1729
NT08AB1701	NT16AB2171	----------	NT20ABA1730
NT08AB1702	NT16AB2170	----------	NT20ABA1731
NT08AB1703	NT16AB2169	----------	NT20ABA1732
NT08AB1704	NT16AB2168	----------	NT20ABA1733
NT08AB1705	NT16AB2167	NT17AB1460	NT20ABA1734
NT08AB1706	----------	----------	----------
NT08AB1707	----------	----------	----------
NT08AB1708	NT16AB2166	NT17AB1461	NT20ABA1735
NT08AB1709	NT16AB2165	NT17AB1462	NT20ABA1736
NT08AB1710	NT16AB2164	NT17AB1463	NT20ABA1737
NT08AB1711	NT16AB2163	NT17AB1464	NT20ABA1738
NT08AB1712	NT16AB2162	NT17AB1465	NT20ABA1739
NT08AB1713	NT16AB2161	NT17AB2052	NT20ABA1740
NT08AB1714	NT16AB2160	----------	NT20ABA1741
NT08AB1715	NT16AB2159	NT17AB2050	NT20ABA1742
NT08AB1716	NT16AB2158	----------	NT20ABA1743
NT08AB1717	NT16AB2157	NT17AB2049	NT20ABA1744
NT08AB1718	NT16AB2156	NT17AB2048	NT20ABA1745
NT08AB1719	NT16AB2155	NT17AB2047	NT20ABA1746
NT08AB1720	NT16AB2154	NT17AB2046	NT20ABA1747
NT08AB1721	NT16AB2153	NT17AB2045	NT20ABA1748
NT08AB1722	NT16AB2152	NT17AB2044	NT20ABA1749
NT08AB1723	NT16AB2151	NT17AB2043	NT20ABA1750
NT08AB1724	NT16AB2150	NT17AB2042	NT20ABA1751
NT08AB1725	NT16AB2149	NT17AB2041	NT20ABA1752
NT08AB1726	NT16AB2148	NT17AB2040	NT20ABA1753
NT08AB1727	NT16AB2147	NT17AB2039	NT20ABA1754
NT08AB1728	NT16AB2146	NT17AB2037	NT20ABA1755
NT08AB1729	NT16AB2145	NT17AB2036	NT20ABA1756
NT08AB1730	NT16AB2144	NT17AB2035	NT20ABA1757
NT08AB1731	NT16AB2143	NT17AB2034	NT20ABA1758
NT08AB1732	NT16AB2142	NT17AB2033	NT20ABA1759
NT08AB1733	NT16AB2141	NT17AB2032	NT20ABA1760
NT08AB1734	NT16AB2140	NT17AB2031	NT20ABA1761
NT08AB1735	NT16AB2139	NT17AB2030	NT20ABA1762
NT08AB1736	NT16AB2138	NT17AB2029	NT20ABA1764
NT08AB1737	NT16AB2137	NT17AB2028	NT20ABA1766
NT08AB1738	NT16AB2136	NT17AB2027	NT20ABA1767
NT08AB1739	NT16AB2135	----------	NT20ABA1768
NT08AB1740	NT16AB2134	----------	NT20ABA1769
NT08AB1741	NT16AB2133	----------	NT20ABA1770
NT08AB1742	NT16AB2132	----------	NT20ABA1771
NT08AB1743	NT16AB2131	----------	NT20ABA1772
NT08AB1744	NT16AB2130	NT17AB2024	NT20ABA1773
NT08AB1745	NT16AB2129	NT17AB2023	NT20ABA1774
NT08AB1746	NT16AB2128	NT17AB2022	NT20ABA1775
NT08AB1747	NT16AB2127	----------	NT20ABA1776
NT08AB1748	NT16AB2126	----------	NT20ABA1777
NT08AB1750	----------	----------	----------
NT08AB1751	NT16AB2124	NT17AB2018	NT20ABA1779
NT08AB1752	NT16AB2123	NT17AB2015	NT20ABA1780
NT08AB1753	NT16AB2122	NT17AB2014	NT20ABA1781
NT08AB1754	NT16AB2121	NT17AB2013	NT20ABA1782
NT08AB1755	NT16AB2120	NT17AB2012	NT20ABA1783
NT08AB1756	NT16AB2119	NT17AB2011	NT20ABA1784
NT08AB1757	NT16AB2118	NT17AB2010	NT20ABA1785
NT08AB1758	NT16AB2117	NT17AB2009	NT20ABA1786
NT08AB1759	NT16AB2116	----------	NT20ABA1787
NT08AB1760	NT16AB2115	----------	NT20ABA1788
NT08AB1761	NT16AB2114	----------	NT20ABA1789
NT08AB1762	NT16AB2111	----------	NT20ABA1790
NT08AB1763	NT16AB2110	----------	NT20ABA1791
NT08AB1764	NT16AB2109	NT17AB2007	NT20ABA1792
NT08AB1765	NT16AB2108	----------	NT20ABA1793
NT08AB1766	NT16AB2107	NT17AB2006	NT20ABA1794
NT08AB1767	NT16AB2106	NT17AB2005	NT20ABA1795
NT08AB1768	NT16AB2105	NT17AB2004	NT20ABA1796
NT08AB1769	NT16AB2104	NT17AB2002	NT20ABA1797
NT08AB1770	NT16AB2103	----------	NT20ABA1798
NT08AB1771	NT16AB2102	NT17AB2001	NT20ABA1799
NT08AB1772	NT16AB2101	NT17AB2000	NT20ABA1800
NT08AB1773	----------	----------	----------
NT08AB1774	NT16AB2100	NT17AB1999	NT20ABA1801
NT08AB1775	NT16AB2099	NT17AB1998	NT20ABA1802
NT08AB1776	NT16AB2098	NT17AB1997	NT20ABA1803
NT08AB1777	NT16AB2097	----------	NT20ABA1804
NT08AB1778	NT16AB2096	NT17AB1996	NT20ABA1805
NT08AB1779	NT16AB2095	NT17AB1993	NT20ABA1806
NT08AB1780	----------	----------	----------
NT08AB1781	NT16AB2094	NT17AB1992	NT20ABA1807
NT08AB1782	NT16AB2093	NT17AB1991	NT20ABA1808
NT08AB1783	NT16AB2092	NT17AB1990	NT20ABA1809
NT08AB1784	NT16AB2091	NT17AB1989	NT20ABA1810
NT08AB1785	NT16AB2090	NT17AB1988	NT20ABA1811
NT08AB1786	NT16AB2089	NT17AB1987	NT20ABA1812
NT08AB1787	NT16AB2088	NT17AB1985	NT20ABA1813
NT08AB1788	NT16AB2087	NT17AB1984	NT20ABA1814
NT08AB1789	NT16AB2086	NT17AB1983	NT20ABA1815
NT08AB1790	NT16AB2085	NT17AB1982	NT20ABA1816
NT08AB1791	NT16AB2084	NT17AB1980	NT20ABA1817
NT08AB1792	NT16AB2083	NT17AB1979	NT20ABA1818
NT08AB1793	NT16AB2082	NT17AB1978	NT20ABA1819
NT08AB1794	NT16AB2081	NT17AB1977	NT20ABA1820
NT08AB1795	NT16AB2080	NT17AB1976	NT20ABA1821
NT08AB1796	NT16AB2079	NT17AB1975	NT20ABA1823
NT08AB1797	NT16AB2078	NT17AB1974	NT20ABA1824
NT08AB1798	NT16AB2077	NT17AB1973	NT20ABA1825
NT08AB1799	NT16AB2076	----------	NT20ABA1826
NT08AB1800	NT16AB2075	----------	NT20ABA1827
NT08AB1801	NT16AB2074	NT17AB1612	NT20ABA1828
NT08AB1802	NT16AB2073	NT17AB1613	NT20ABA1829
NT08AB1803	NT16AB2072	NT17AB1614	NT20ABA1830
NT08AB1804	----------	----------	----------
NT08AB1805	NT16AB2071	NT17AB1615	NT20ABA1831
NT08AB1806	NT16AB2070	NT17AB1616	NT20ABA1832
NT08AB1807	NT16AB2069	NT17AB1617	NT20ABA1833
NT08AB1808	NT16AB2068	NT17AB1618	NT20ABA1834
NT08AB1809	NT16AB2067	NT17AB1619	NT20ABA1835
NT08AB1810	----------	----------	----------
NT08AB1811	NT16AB2066	NT17AB1620	NT20ABA1836
NT08AB1812	NT16AB2065	NT17AB1621	NT20ABA1837
NT08AB1813	NT16AB2064	NT17AB1622	NT20ABA1838
NT08AB1814	NT16AB2063	NT17AB1623	NT20ABA1839
NT08AB1815	NT16AB2062	NT17AB1624	NT20ABA1840
NT08AB1816	NT16AB2061	NT17AB1625	NT20ABA1841
NT08AB1817	NT16AB2060	NT17AB1626	NT20ABA1842
NT08AB1818	NT16AB2059	NT17AB1627	NT20ABA1843
NT08AB1819	NT16AB2058	NT17AB1628	NT20ABA1844
NT08AB1820	NT16AB2057	NT17AB1629	NT20ABA1846
NT08AB1821	NT16AB2056	NT17AB1630	NT20ABA1847
NT08AB1822	NT16AB2055	NT17AB1631	NT20ABA1848
NT08AB1823	NT16AB2054	NT17AB1632	NT20ABA1849
NT08AB1824	NT16AB2053	NT17AB1633	NT20ABA1850
NT08AB1825	NT16AB2052	NT17AB1634	NT20ABA1851
NT08AB1826	NT16AB2051	NT17AB1635	NT20ABA1852
NT08AB1827	NT16AB2050	NT17AB1636	NT20ABA1853
NT08AB1828	NT16AB2049	NT17AB1637	NT20ABA1854
NT08AB1829	NT16AB2048	NT17AB1638	NT20ABA1855
NT08AB1830	NT16AB2047	NT17AB1639	NT20ABA1856
NT08AB1831	NT16AB2046	NT17AB1640	NT20ABA1857
NT08AB1832	NT16AB2045	NT17AB1641	NT20ABA1858
NT08AB1833	NT16AB2044	----------	NT20ABA1859
NT08AB1834	NT16AB2043	NT17AB1642	NT20ABA1860
NT08AB1835	NT16AB2042	NT17AB1643	NT20ABA1861
NT08AB1836	NT16AB2041	NT17AB1644	NT20ABA1862
NT08AB1837	NT16AB2040	NT17AB1645	NT20ABA1863
NT08AB1838	NT16AB2039	NT17AB1646	NT20ABA1865
NT08AB1839	NT16AB2038	NT17AB1647	NT20ABA1864
NT08AB1840	NT16AB2037	NT17AB1649	NT20ABA1866
NT08AB1841	NT16AB2036	NT17AB1650	NT20ABA1867
NT08AB1842	NT16AB2035	NT17AB1651	NT20ABA1868
NT08AB1843	----------	----------	----------
NT08AB1844	----------	NT17AB1652	----------
NT08AB1845	----------	NT17AB1653	----------
NT08AB1846	----------	----------	----------
NT08AB1847	NT16AB2719	----------	----------
NT08AB1848	----------	NT17AB1656	----------
NT08AB1849	----------	NT17AB1657	NT20ABA2787
NT08AB1850	----------	----------	----------
NT08AB1851	----------	----------	----------
NT08AB1852	----------	----------	----------
NT08AB1853	----------	----------	----------
NT08AB1854	----------	----------	----------
NT08AB1855	----------	----------	----------
NT08AB1856	----------	----------	----------
NT08AB1857	NT16AB2706	----------	NT20ABA2771
NT08AB1858	----------	----------	----------
NT08AB1859	----------	----------	----------
NT08AB1860	NT16AB2704	----------	NT20ABA2769
NT08AB1861	----------	NT17AB1257	----------
NT08AB1862	----------	----------	----------
NT08AB1863	----------	----------	----------
NT08AB1864	----------	----------	----------
NT08AB1865	----------	NT17AB1674	----------
NT08AB1866	----------	----------	----------
NT08AB1867	----------	----------	----------
NT08AB1868	NT16ABA0091	----------	NT20ABA3290
NT08AB1869	----------	----------	----------
NT08AB1870	----------	----------	----------
NT08AB1871	----------	----------	----------
NT08AB1872	----------	NT17AB0965	----------
NT08AB1873	----------	----------	----------
NT08AB1874	----------	----------	----------
NT08AB1875	----------	NT17AB0967	----------
NT08AB1876	----------	NT17AB0971	----------
NT08AB1877	----------	----------	----------
NT08AB1878	----------	----------	----------
NT08AB1879	----------	----------	----------
NT08AB1880	----------	----------	----------
NT08AB1881	----------	NT17AB0973	----------
NT08AB1882	----------	NT17AB0974	----------
NT08AB1883	----------	NT17AB0975	----------
NT08AB1884	----------	NT17AB0977	----------
NT08AB1885	----------	----------	----------
NT08AB1886	----------	----------	----------
NT08AB1887	----------	----------	----------
NT08AB1888	----------	----------	----------
NT08AB1889	----------	----------	NT20ABA1294
NT08AB1890	----------	NT17AB0982	----------
NT08AB1891	----------	NT17AB0983	----------
NT08AB1892	----------	----------	----------
NT08AB1893	----------	NT17AB0984	----------
NT08AB1894	----------	NT17AB0985	----------
NT08AB1895	----------	----------	----------
NT08AB1896	----------	----------	----------
NT08AB1897	----------	NT17AB1702	NT20ABA2720
NT08AB1898	----------	----------	----------
NT08AB1899	NT16ABA0072	NT17AB1706	NT20ABA3245
NT08AB1900	NT16AB2034	NT17AB1708	NT20ABA1869
NT08AB1901	----------	----------	----------
NT08AB1902	NT16AB2032	NT17AB1709	NT20ABA1871
NT08AB1903	NT16AB2031	NT17AB1710	NT20ABA1872
NT08AB1904	NT16AB2030	NT17AB1711	NT20ABA1873
NT08AB1905	NT16AB2029	NT17AB1712	NT20ABA1874
NT08AB1906	----------	----------	----------
NT08AB1907	NT16AB2028	NT17AB1713	NT20ABA1875
NT08AB1908	NT16AB2027	NT17AB1714	NT20ABA1876
NT08AB1909	NT16AB2026	NT17AB1715	NT20ABA1877
NT08AB1910	NT16AB2025	NT17AB1716	NT20ABA1878
NT08AB1911	NT16AB2024	NT17AB1717	NT20ABA1879
NT08AB1912	NT16AB2023	NT17AB1718	NT20ABA1880
NT08AB1913	NT16AB2022	NT17AB1719	NT20ABA1881
NT08AB1914	NT16AB2021	NT17AB1720	NT20ABA1882
NT08AB1915	NT16AB2020	NT17AB1721	NT20ABA1883
NT08AB1916	NT16AB2019	NT17AB1722	NT20ABA1884
NT08AB1917	NT16AB2018	NT17AB1723	NT20ABA1885
NT08AB1918	NT16AB2017	NT17AB1724	NT20ABA1886
NT08AB1919	NT16AB2016	NT17AB1725	NT20ABA1887
NT08AB1920	NT16AB2015	NT17AB1726	NT20ABA1888
NT08AB1921	NT16AB2014	NT17AB1730	NT20ABA1889
NT08AB1922	NT16AB2013	NT17AB1733	NT20ABA1890
NT08AB1923	----------	----------	----------
NT08AB1924	NT16AB2012	----------	NT20ABA1891
NT08AB1925	NT16AB2011	NT17AB1735	NT20ABA1892
NT08AB1926	NT16AB2010	NT17AB1736	NT20ABA1893
NT08AB1927	NT16AB2009	NT17AB1740	NT20ABA1894
NT08AB1928	----------	----------	----------
NT08AB1929	NT16AB2008	NT17AB1741	NT20ABA1895
NT08AB1930	NT16AB2007	NT17AB1742	NT20ABA1896
NT08AB1931	NT16AB2006	NT17AB1743	NT20ABA1897
NT08AB1932	NT16AB2005	NT17AB1744	NT20ABA1898
NT08AB1933	NT16AB2004	NT17AB1745	NT20ABA1899
NT08AB1934	----------	----------	----------
NT08AB1935	NT16AB2003	NT17AB1746	NT20ABA1900
NT08AB1936	NT16AB2002	NT17AB1747	NT20ABA1901
NT08AB1937	NT16AB2001	NT17AB1748	NT20ABA1902
NT08AB1938	NT16AB2000	NT17AB1749	NT20ABA1903
NT08AB1939	NT16AB1999	NT17AB1750	NT20ABA1904
NT08AB1940	NT16AB1998	NT17AB1751	NT20ABA1905
NT08AB1941	----------	----------	----------
NT08AB1942	NT16AB1997	NT17AB1752	NT20ABA1906
NT08AB1943	NT16AB1996	NT17AB1753	NT20ABA1907
NT08AB1944	NT16AB1995	NT17AB1754	NT20ABA1908
NT08AB1945	NT16AB1994	NT17AB1755	NT20ABA1909
NT08AB1946	NT16AB1993	NT17AB1756	NT20ABA1910
NT08AB1947	NT16AB1992	NT17AB1757	NT20ABA1911
NT08AB1948	NT16AB1991	NT17AB1758	NT20ABA1912
NT08AB1949	NT16AB1990	NT17AB1759	NT20ABA1913
NT08AB1950	NT16AB1989	NT17AB1760	NT20ABA1914
NT08AB1951	NT16AB1988	----------	NT20ABA1915
NT08AB1952	----------	----------	----------
NT08AB1953	NT16AB1987	----------	NT20ABA1916
NT08AB1954	NT16AB1986	----------	NT20ABA1917
NT08AB1955	NT16AB1985	----------	NT20ABA1918
NT08AB1956	NT16AB1984	----------	NT20ABA1919
NT08AB1957	NT16AB1983	----------	NT20ABA1920
NT08AB1958	NT16AB1982	----------	NT20ABA1921
NT08AB1959	NT16AB1981	----------	NT20ABA1922
NT08AB1960	NT16AB1980	----------	NT20ABA1923
NT08AB1961	NT16AB1979	NT17AB1765	NT20ABA1924
NT08AB1962	NT16AB1978	----------	NT20ABA1927
NT08AB1963	NT16AB1977	NT17AB1766	NT20ABA1925
NT08AB1964	NT16AB1976	NT17AB1767	NT20ABA1926
NT08AB1965	NT16AB1975	NT17AB1768	NT20ABA1928
NT08AB1966	NT16AB1974	NT17AB1770	NT20ABA1929
NT08AB1967	NT16AB1973	NT17AB1771	NT20ABA1930
NT08AB1968	NT16AB1972	NT17AB1772	NT20ABA1931
NT08AB1969	NT16AB1971	NT17AB1773	NT20ABA1932
NT08AB1970	NT16AB1970	NT17AB1774	NT20ABA1933
NT08AB1971	NT16AB1969	NT17AB1775	NT20ABA1934
NT08AB1972	NT16AB1968	----------	----------
NT08AB1973	NT16AB1967	----------	NT20ABA1935
NT08AB1974	NT16AB1966	----------	NT20ABA1936
NT08AB1975	NT16AB1965	----------	NT20ABA1937
NT08AB1976	----------	NT17AB1777	----------
NT08AB1977	NT16AB1964	NT17AB1778	NT20ABA1938
NT08AB1978	----------	NT17AB1780	----------
NT08AB1979	----------	NT17AB1782	----------
NT08AB1980	----------	NT17AB1783	----------
NT08AB1981	----------	NT17AB1784	----------
NT08AB1982	NT16AB1963	NT17AB1785	NT20ABA1939
NT08AB1983	NT16AB1962	NT17AB1786	NT20ABA1940
NT08AB1984	NT16AB1961	NT17AB1787	NT20ABA1941
NT08AB1985	NT16AB1960	NT17AB1788	NT20ABA1942
NT08AB1986	NT16AB1959	NT17AB1789	NT20ABA1943
NT08AB1987	NT16AB1958	NT17AB1790	NT20ABA1944
NT08AB1988	NT16AB1957	NT17AB1792	NT20ABA1945
NT08AB1989	NT16AB1956	NT17AB1794	NT20ABA1946
NT08AB1990	NT16AB1955	NT17AB1795	NT20ABA1947
NT08AB1991	NT16AB1954	----------	NT20ABA1948
NT08AB1992	NT16AB1953	NT17AB1798	NT20ABA1949
NT08AB1993	NT16AB1952	NT17AB1799	NT20ABA1950
NT08AB1994	NT16AB1951	NT17AB1800	NT20ABA1951
NT08AB1995	NT16AB1949	NT17AB1801	NT20ABA1952
NT08AB1996	NT16AB1948	NT17AB1802	NT20ABA1953
NT08AB1997	NT16AB1947	NT17AB1803	NT20ABA1954
NT08AB1998	NT16AB1946	NT17AB1804	NT20ABA1955
NT08AB1999	NT16AB1945	NT17AB1807	NT20ABA1956
NT08AB2000	NT16AB1944	----------	NT20ABA1957
NT08AB2001	NT16AB1943	NT17AB1808	NT20ABA1958
NT08AB2002	NT16AB1942	NT17AB1809	NT20ABA1959
NT08AB2003	NT16AB1941	NT17AB1810	NT20ABA1961
NT08AB2004	NT16AB1940	NT17AB1811	NT20ABA1962
NT08AB2005	NT16AB1939	NT17AB1812	NT20ABA1963
NT08AB2006	NT16AB1937	NT17AB1813	NT20ABA1964
NT08AB2007	NT16AB1936	NT17AB1815	NT20ABA1965
NT08AB2008	NT16AB1935	NT17AB1816	NT20ABA1966
NT08AB2009	NT16AB1934	----------	NT20ABA1967
NT08AB2010	NT16AB1933	----------	NT20ABA1968
NT08AB2011	NT16AB1932	----------	NT20ABA1969
NT08AB2012	NT16AB1931	----------	NT20ABA1970
NT08AB2013	NT16AB1930	----------	NT20ABA1971
NT08AB2014	NT16AB1929	----------	NT20ABA1972
NT08AB2015	NT16AB1928	----------	NT20ABA1973
NT08AB2016	NT16AB1927	NT17AB1818	NT20ABA1974
NT08AB2017	----------	----------	----------
NT08AB2018	NT16AB1926	NT17AB1819	NT20ABA1975
NT08AB2019	NT16AB1925	NT17AB1820	NT20ABA1976
NT08AB2020	----------	----------	----------
NT08AB2021	NT16AB1924	NT17AB1821	NT20ABA1977
NT08AB2022	NT16AB1923	NT17AB1822	NT20ABA1978
NT08AB2023	NT16AB1922	NT17AB1823	NT20ABA1979
NT08AB2024	NT16AB1921	NT17AB1824	NT20ABA1980
NT08AB2025	NT16AB1920	NT17AB1825	NT20ABA1981
NT08AB2026	NT16AB1919	NT17AB1826	NT20ABA1982
NT08AB2027	NT16AB1918	NT17AB1827	NT20ABA1983
NT08AB2028	NT16AB1917	----------	NT20ABA1985
NT08AB2029	NT16AB1916	----------	NT20ABA1984
NT08AB2030	NT16AB1915	----------	NT20ABA1986
NT08AB2031	NT16AB1914	----------	NT20ABA1987
NT08AB2032	NT16AB1913	----------	NT20ABA1988
NT08AB2033	NT16AB1912	----------	NT20ABA1989
NT08AB2034	NT16AB1911	----------	NT20ABA1990
NT08AB2035	NT16AB1910	----------	NT20ABA1991
NT08AB2036	NT16AB1909	----------	NT20ABA1992
NT08AB2037	NT16AB1908	----------	NT20ABA1993
NT08AB2038	NT16AB1907	----------	NT20ABA1994
NT08AB2039	NT16AB1906	----------	NT20ABA1995
NT08AB2040	NT16AB1905	----------	NT20ABA1996
NT08AB2041	NT16AB1904	----------	NT20ABA1997
NT08AB2042	NT16AB1903	----------	NT20ABA1998
NT08AB2043	NT16AB1902	----------	NT20ABA1999
NT08AB2044	NT16AB1900	----------	NT20ABA2001
NT08AB2045	NT16AB1899	----------	NT20ABA2002
NT08AB2046	NT16AB1898	----------	NT20ABA2003
NT08AB2047	NT16AB1897	----------	NT20ABA2004
NT08AB2048	NT16AB1896	----------	NT20ABA2005
NT08AB2049	NT16AB1895	----------	NT20ABA2006
NT08AB2050	NT16AB1894	----------	NT20ABA2007
NT08AB2051	----------	----------	----------
NT08AB2052	----------	----------	----------
NT08AB2053	----------	----------	----------
NT08AB2054	----------	----------	----------
NT08AB2055	----------	----------	----------
NT08AB2056	----------	----------	----------
NT08AB2057	----------	----------	----------
