NT08AB0001	NT16AB0001 (99.78%)	NT17AB0001 (99.26%)	NT20ABA0020 (99.78%)
NT08AB1296	NT16AB2576 (99.80%)	NT17AB1336 (99.19%)	NT20ABA1248 (99.80%)
NT08AB1297	NT16AB2575 (98.92%)	NT17AB1337 (98.92%)	NT20ABA1249 (98.92%)
NT08AB1298	NT16AB2574 (100.00%)	NT17AB1338 (99.06%)	NT20ABA1250 (99.69%)
NT08AB1299	NT16AB2573 (100.00%)	NT17AB1339 (100.00%)	NT20ABA1251 (100.00%)
NT08AB1300	NT16AB2572 (99.58%)	NT17AB1340 (98.75%)	NT20ABA1252 (99.58%)
NT08AB1301	NT16AB2571 (100.00%)	NT17AB1341 (97.81%)	NT20ABA1253 (100.00%)
NT08AB1302	NT16AB2570 (99.64%)	NT17AB1342 (95.73%)	NT20ABA1254 (99.64%)
NT08AB1303			
NT08AB1304	NT16AB2569 (97.98%)		NT20ABA1255 (98.27%)
NT08AB1305	NT16AB2568 (100.00%)	NT17AB1344 (100.00%)	NT20ABA1256 (100.00%)
NT08AB1306			
NT08AB1307	NT16AB2567 (100.00%)	NT17AB1345 (99.67%)	NT20ABA1257 (100.00%)
NT08AB1308	NT16AB2566 (99.10%)	NT17AB1346 (100.00%)	NT20ABA1258 (99.10%)
NT08AB1309	NT16AB2565 (98.92%)	NT17AB1347 (98.38%)	NT20ABA1259 (98.92%)
NT08AB1310	NT16AB2564 (100.00%)	NT17AB1348 (100.00%)	NT20ABA1260 (100.00%)
NT08AB1311	NT16AB2563 (98.94%)	NT17AB1349 (98.94%)	NT20ABA1261 (98.94%)
NT08AB1312	NT16AB2562 (100.00%)	NT17AB1350 (100.00%)	NT20ABA1262 (100.00%)
NT08AB1313	NT16AB2561 (100.00%)	NT17AB1351 (99.77%)	NT20ABA1263 (100.00%)
NT08AB1314			NT20ABA1264 (60.78%)
NT08AB1315			
NT08AB1316			NT20ABA1266 (72.00%)
NT08AB1317			
NT08AB1318	NT16AB2717 (73.46%)	NT17AB2346 (62.05%)	NT20ABA1270 (34.86%)
NT08AB1319			
NT08AB1320	NT16AB2715 (94.39%)	NT17AB2344 (70.09%)	
NT08AB1321	NT16AB2714 (96.18%)	NT17AB2343 (59.38%)	
NT08AB1322	NT16AB1241 (55.46%)		
NT08AB1323			
NT08AB1324			
NT08AB1325			
NT08AB1326			
NT08AB1327			
NT08AB1328		NT17AB1251 (96.25%)	
NT08AB1329		NT17AB1253 (98.39%)	
NT08AB1330		NT17AB1254 (98.88%)	
NT08AB1331	NT16AB2697 (95.31%)	NT17AB1255 (96.99%)	
NT08AB1332	NT16AB2695 (74.07%)		
NT08AB1333	NT16AB2694 (94.74%)	NT17AB1256 (93.85%)	NT20ABA2762 (60.32%)
NT08AB1334	NT16AB2693 (58.51%)	NT17AB2331 (97.95%)	
NT08AB1335			
NT08AB1336	NT16AB2690 (50.32%)	NT17AB2330 (42.42%)	NT20ABA3288 (49.03%)
NT08AB1337	NT16ABA0086 (92.96%)		
NT08AB1338	NT16AB2482 (55.00%)		NT20ABA1427 (55.29%)
NT08AB1339	NT16AB2481 (91.50%)		NT20ABA1428 (91.50%)
NT08AB1340	NT16AB2480 (85.33%)	NT17AB2326 (26.34%)	NT20ABA1429 (85.33%)
NT08AB1341			
NT08AB1342	NT16AB2479 (92.86%)	NT17AB2325 (35.16%)	NT20ABA1430 (92.07%)
NT08AB1343			
NT08AB1344	NT16AB2476 (86.62%)	NT17AB2323 (40.71%)	NT20ABA1433 (86.62%)
NT08AB1345	NT16AB2475 (68.00%)		NT20ABA1434 (68.00%)
NT08AB1346	NT16AB2474 (54.37%)	NT17AB2321 (28.06%)	NT20ABA1435 (54.37%)
NT08AB1347			
NT08AB1348			
NT08AB1349			
NT08AB1350			
NT08AB1351			
NT08AB1352			
NT08AB1353			
NT08AB1354			
NT08AB1355			
NT08AB1356			
NT08AB1357			
NT08AB1358			
NT08AB1359			
NT08AB1360	NT16AB1275 (31.52%)		
NT08AB1361			
NT08AB1362			
NT08AB1363			
NT08AB1364	NT16AB2473 (95.78%)		NT20ABA1436 (95.78%)
NT08AB1365	NT16AB2654 (89.92%)	NT17AB0988 (80.95%)	NT20ABA3250 (79.84%)
NT08AB1366	NT16AB2653 (93.30%)	NT17AB2299 (90.00%)	
NT08AB1367			
NT08AB1368	NT16ABA0004 (82.38%)	NT17AB2379 (86.02%)	
NT08AB1369			
NT08AB1370			NT20ABA1344 (91.57%)
NT08AB1371			NT20ABA1345 (76.07%)
NT08AB1372			
NT08AB1373			
NT08AB1374			NT20ABA1349 (80.20%)
NT08AB1375	NT16AB2560 (100.00%)	NT17AB1352 (99.43%)	NT20ABA1350 (99.89%)
NT08AB1376	NT16AB2559 (98.83%)	NT17AB1353 (98.82%)	NT20ABA1351 (98.83%)
NT08AB1377	NT16AB2557 (99.37%)	NT17AB1355 (98.74%)	NT20ABA1353 (99.37%)
NT08AB1378	NT16AB2556 (100.00%)	NT17AB1356 (99.54%)	NT20ABA1354 (100.00%)
NT08AB1379	NT16AB2555 (100.00%)		
NT08AB1380	NT16AB2554 (100.00%)	NT17AB1358 (99.62%)	NT20ABA1355 (100.00%)
NT08AB1381	NT16AB2553 (99.71%)	NT17AB1359 (98.85%)	NT20ABA1356 (99.71%)
NT08AB1382	NT16AB2552 (99.47%)		NT20ABA1357 (99.47%)
NT08AB1383	NT16AB2551 (100.00%)		NT20ABA1358 (100.00%)
NT08AB1384	NT16AB2550 (98.51%)	NT17AB1385 (98.80%)	NT20ABA1360 (98.51%)
NT08AB1385	NT16AB2549 (98.58%)	NT17AB1386 (99.17%)	NT20ABA1359 (98.58%)
NT08AB1386	NT16AB2548 (100.00%)	NT17AB1387 (99.75%)	NT20ABA1361 (100.00%)
NT08AB1387	NT16AB2547 (100.00%)	NT17AB1389 (100.00%)	NT20ABA1362 (100.00%)
NT08AB1388	NT16AB2546 (99.28%)	NT17AB1390 (100.00%)	NT20ABA1363 (99.28%)
NT08AB1389			
NT08AB1390	NT16AB2545 (98.13%)	NT17AB1391 (97.72%)	NT20ABA1364 (98.13%)
NT08AB1391	NT16AB2544 (97.37%)	NT17AB1392 (93.98%)	NT20ABA1365 (97.37%)
NT08AB1392	NT16AB2543 (99.70%)	NT17AB1393 (99.41%)	NT20ABA1366 (99.70%)
NT08AB1393	NT16AB2542 (99.27%)	NT17AB1394 (98.55%)	NT20ABA1367 (99.27%)
NT08AB1394			
NT08AB1395	NT16AB2541 (99.79%)	NT17AB1395 (99.24%)	NT20ABA1369 (99.30%)
NT08AB1396	NT16AB2540 (96.14%)	NT17AB1396 (97.30%)	NT20ABA1370 (96.14%)
NT08AB1397	NT16AB2539 (100.00%)	NT17AB1397 (99.33%)	NT20ABA1371 (100.00%)
NT08AB1398	NT16AB2538 (100.00%)	NT17AB1398 (99.58%)	NT20ABA1372 (100.00%)
NT08AB1399	NT16AB2537 (98.78%)	NT17AB1399 (98.16%)	NT20ABA1373 (98.70%)
NT08AB1400			
NT08AB1401	NT16AB2536 (99.51%)	NT17AB1400 (100.00%)	NT20ABA1374 (99.51%)
NT08AB1402	NT16AB2535 (100.00%)	NT17AB1401 (97.37%)	NT20ABA1375 (100.00%)
NT08AB1403	NT16AB2534 (99.69%)	NT17AB1402 (99.69%)	NT20ABA1376 (99.69%)
NT08AB1404			
NT08AB1405	NT16AB2533 (100.00%)	NT17AB1404 (98.61%)	NT20ABA1377 (100.00%)
NT08AB1406	NT16AB2532 (100.00%)	NT17AB1405 (100.00%)	NT20ABA1378 (100.00%)
NT08AB1407	NT16AB2531 (100.00%)		NT20ABA1379 (100.00%)
NT08AB1408	NT16AB2530 (100.00%)	NT17AB1406 (100.00%)	NT20ABA1380 (100.00%)
NT08AB1409	NT16AB2529 (98.93%)	NT17AB1407 (98.44%)	NT20ABA1381 (98.83%)
NT08AB1410			
NT08AB1411	NT16AB2528 (100.00%)	NT17AB1408 (99.73%)	NT20ABA1382 (100.00%)
NT08AB1412	NT16AB2527 (97.38%)		NT20ABA1383 (97.62%)
NT08AB1413	NT16AB2526 (99.34%)		NT20ABA1384 (99.34%)
NT08AB1414	NT16AB2525 (97.98%)		NT20ABA1385 (97.98%)
NT08AB1415	NT16AB2524 (96.93%)		NT20ABA1386 (96.93%)
NT08AB1416	NT16AB2523 (98.82%)		NT20ABA1387 (98.82%)
NT08AB1417	NT16AB2522 (99.40%)	NT17AB1410 (97.44%)	NT20ABA1388 (99.40%)
NT08AB1418	NT16AB2521 (99.78%)	NT17AB1411 (98.91%)	NT20ABA1389 (99.78%)
NT08AB1419	NT16AB2520 (100.00%)	NT17AB1412 (99.69%)	NT20ABA1390 (100.00%)
NT08AB1420	NT16AB2519 (100.00%)	NT17AB1413 (98.44%)	NT20ABA1391 (100.00%)
NT08AB1421	NT16AB2518 (98.30%)	NT17AB1414 (98.38%)	NT20ABA1392 (98.18%)
NT08AB1422	NT16AB2517 (100.00%)	NT17AB1415 (100.00%)	NT20ABA1393 (100.00%)
NT08AB1423	NT16AB2516 (97.04%)	NT17AB1416 (100.00%)	NT20ABA1394 (97.04%)
NT08AB1424	NT16AB2515 (100.00%)		NT20ABA1395 (100.00%)
NT08AB1425	NT16AB2514 (100.00%)		NT20ABA1396 (100.00%)
NT08AB1426	NT16AB2513 (97.97%)	NT17AB2191 (99.49%)	NT20ABA1397 (97.97%)
NT08AB1427	NT16AB2512 (98.65%)	NT17AB2190 (98.65%)	NT20ABA1398 (98.65%)
NT08AB1428	NT16AB2511 (98.44%)	NT17AB2189 (96.88%)	NT20ABA1399 (98.44%)
NT08AB1429	NT16AB2510 (99.05%)	NT17AB2188 (98.98%)	NT20ABA1400 (99.05%)
NT08AB1431	NT16AB2508 (100.00%)	NT17AB2186 (98.67%)	NT20ABA1402 (100.00%)
NT08AB1432	NT16AB2507 (100.00%)	NT17AB2185 (99.10%)	NT20ABA1403 (100.00%)
NT08AB1433	NT16AB2505 (99.22%)	NT17AB2184 (98.95%)	NT20ABA1404 (99.22%)
NT08AB1434	NT16AB2504 (98.34%)	NT17AB2183 (100.00%)	NT20ABA1405 (93.71%)
NT08AB1435	NT16AB2503 (99.02%)		NT20ABA1406 (99.02%)
NT08AB1436	NT16AB2502 (100.00%)	NT17ABB0020 (66.20%)	NT20ABA1407 (100.00%)
NT08AB1437	NT16AB2501 (98.63%)		NT20ABA1408 (98.63%)
NT08AB1438	NT16AB2500 (99.63%)		NT20ABA1409 (99.63%)
NT08AB1439	NT16AB2499 (100.00%)		NT20ABA1410 (100.00%)
NT08AB1440	NT16AB2498 (98.68%)		NT20ABA1411 (98.68%)
NT08AB1441	NT16AB2497 (93.81%)		NT20ABA1412 (93.81%)
NT08AB1442	NT16AB2495 (97.44%)		NT20ABA1413 (97.44%)
NT08AB1443	NT16AB2496 (96.53%)		NT20ABA1414 (96.29%)
NT08AB1444			
NT08AB1445	NT16AB2494 (94.59%)		NT20ABA1415 (94.59%)
NT08AB1446	NT16AB2493 (100.00%)		NT20ABA1416 (100.00%)
NT08AB1447			
NT08AB1448	NT16AB2492 (98.98%)		NT20ABA1417 (98.98%)
NT08AB1449	NT16AB2491 (95.56%)		NT20ABA1418 (95.56%)
NT08AB1450			
NT08AB1452	NT16AB2461 (99.53%)	NT17AB2180 (98.60%)	NT20ABA1449 (99.53%)
NT08AB1453	NT16AB2460 (99.38%)	NT17AB2179 (99.08%)	NT20ABA1450 (99.38%)
NT08AB1454	NT16AB2459 (100.00%)	NT17AB2178 (100.00%)	NT20ABA1451 (100.00%)
NT08AB1455	NT16AB2458 (100.00%)	NT17AB2177 (100.00%)	NT20ABA1452 (100.00%)
NT08AB1456	NT16AB2457 (100.00%)	NT17AB2176 (100.00%)	NT20ABA1453 (100.00%)
NT08AB1457	NT16AB2456 (100.00%)	NT17AB2175 (99.19%)	NT20ABA1454 (100.00%)
NT08AB1458	NT16AB2455 (100.00%)	NT17AB2173 (96.31%)	NT20ABA1455 (100.00%)
NT08AB1459	NT16AB2454 (99.72%)	NT17AB2172 (96.77%)	NT20ABA1456 (99.72%)
NT08AB1460	NT16AB2453 (100.00%)	NT17AB1041 (93.22%)	NT20ABA1457 (100.00%)
NT08AB1461	NT16AB2452 (99.50%)	NT17AB1042 (99.50%)	NT20ABA1458 (99.50%)
NT08AB1462	NT16AB2451 (99.51%)	NT17AB1043 (99.51%)	NT20ABA1459 (99.51%)
NT08AB1463	NT16AB2450 (100.00%)	NT17AB1044 (99.64%)	NT20ABA1460 (100.00%)
NT08AB1464	NT16AB2449 (100.00%)	NT17AB1045 (98.97%)	NT20ABA1461 (100.00%)
NT08AB1465			
NT08AB1466	NT16AB2448 (100.00%)	NT17AB1046 (99.55%)	NT20ABA1462 (100.00%)
NT08AB1467	NT16AB2447 (100.00%)	NT17AB1047 (98.41%)	NT20ABA1463 (100.00%)
NT08AB1468	NT16AB2446 (99.48%)	NT17AB1048 (98.95%)	NT20ABA1464 (99.48%)
NT08AB1469	NT16AB2445 (99.40%)	NT17AB1049 (99.40%)	NT20ABA1466 (99.40%)
NT08AB1470			
NT08AB1471	NT16AB2444 (72.09%)		NT20ABA1465 (72.09%)
NT08AB1472	NT16AB2443 (99.09%)		NT20ABA1467 (99.09%)
NT08AB1473	NT16AB2440 (99.30%)		NT20ABA1468 (99.30%)
NT08AB1474	NT16AB2438 (98.90%)		NT20ABA1470 (98.82%)
NT08AB1475	NT16AB2437 (99.28%)		NT20ABA1471 (99.28%)
NT08AB1476			
NT08AB1477			
NT08AB1478	NT16AB2436 (96.65%)		NT20ABA1472 (97.09%)
NT08AB1479	NT16AB2435 (99.08%)		NT20ABA1473 (99.08%)
NT08AB1480	NT16AB2434 (98.62%)		NT20ABA1474 (98.62%)
NT08AB1481			
NT08AB1482	NT16AB2431 (93.47%)		NT20ABA1477 (93.06%)
NT08AB1483	NT16AB2430 (98.73%)	NT17AB2141 (98.42%)	NT20ABA1478 (98.73%)
NT08AB1484	NT16AB2428 (100.00%)		NT20ABA1480 (100.00%)
NT08AB1485	NT16AB2427 (95.77%)	NT17AB2138 (91.55%)	NT20ABA1481 (95.77%)
NT08AB1486			
NT08AB1487			
NT08AB1488	NT16AB2426 (95.90%)	NT17AB2134 (96.87%)	NT20ABA1482 (95.90%)
NT08AB1489	NT16AB2415 (98.10%)		NT20ABA1491 (98.10%)
NT08AB1490	NT16AB2414 (99.34%)		NT20ABA1492 (99.34%)
NT08AB1491	NT16AB2413 (100.00%)	NT17AB2128 (100.00%)	NT20ABA1493 (100.00%)
NT08AB1492	NT16AB2412 (98.82%)	NT17AB2127 (99.02%)	NT20ABA1494 (98.82%)
NT08AB1493	NT16AB2411 (99.63%)	NT17AB2126 (99.25%)	NT20ABA1495 (99.63%)
NT08AB1494	NT16AB2410 (97.72%)	NT17AB2125 (96.58%)	NT20ABA1496 (97.72%)
NT08AB1495	NT16AB2409 (98.08%)	NT17AB2124 (96.51%)	NT20ABA1497 (98.08%)
NT08AB1496	NT16AB2408 (99.75%)	NT17AB2123 (99.26%)	NT20ABA1498 (99.75%)
NT08AB1497			
NT08AB1498	NT16AB2403 (99.46%)		NT20ABA1502 (99.46%)
NT08AB1499	NT16AB2402 (100.00%)		NT20ABA1503 (100.00%)
NT08AB1500	NT16AB2401 (99.48%)		NT20ABA1504 (99.48%)
NT08AB1502	NT16AB2399 (98.37%)		NT20ABA1506 (98.37%)
NT08AB1503	NT16AB2398 (95.83%)		NT20ABA1507 (95.83%)
NT08AB1504	NT16AB2397 (97.14%)		NT20ABA1508 (98.70%)
NT08AB1505			
NT08AB1506	NT16AB2395 (99.44%)		NT20ABA1510 (99.44%)
NT08AB1507	NT16AB2394 (96.52%)		NT20ABA1511 (96.52%)
NT08AB1508			
NT08AB1509			
NT08AB1510	NT16AB2393 (92.68%)		NT20ABA1512 (92.68%)
NT08AB1511	NT16AB2392 (99.31%)		NT20ABA1513 (99.31%)
NT08AB1512	NT16AB2391 (96.19%)		NT20ABA1514 (96.19%)
NT08AB1513	NT16AB2390 (97.35%)		NT20ABA1515 (97.35%)
NT08AB1514	NT16AB2389 (98.98%)		NT20ABA1516 (98.98%)
NT08AB1515	NT16AB2388 (97.87%)		NT20ABA1517 (97.87%)
NT08AB1516			
NT08AB1517	NT16AB2387 (95.49%)		NT20ABA1519 (95.49%)
NT08AB1518			
NT08AB1519			
NT08AB1520			
NT08AB1521			
NT08AB1522	NT16AB2385 (98.87%)	NT17AB2121 (99.12%)	NT20ABA1520 (99.08%)
NT08AB1523			
NT08AB1524	NT16AB2384 (100.00%)	NT17AB2120 (98.94%)	NT20ABA1521 (100.00%)
NT08AB1525	NT16AB2383 (99.80%)	NT17AB2119 (99.39%)	NT20ABA1522 (99.80%)
NT08AB1526	NT16AB2382 (100.00%)	NT17AB2118 (100.00%)	NT20ABA1523 (100.00%)
NT08AB1527	NT16AB2381 (100.00%)	NT17AB2117 (100.00%)	NT20ABA1524 (100.00%)
NT08AB1528	NT16AB2380 (98.08%)	NT17AB2116 (95.60%)	NT20ABA1525 (98.08%)
NT08AB1529			
NT08AB1530			
NT08AB1531	NT16AB2379 (99.40%)	NT17AB2115 (98.19%)	NT20ABA1526 (99.40%)
NT08AB1532	NT16AB2378 (96.38%)	NT17AB2114 (96.67%)	NT20ABA1527 (96.08%)
NT08AB1533	NT16AB2377 (99.16%)	NT17AB2113 (98.69%)	NT20ABA1528 (99.16%)
NT08AB1534			
NT08AB1535	NT16AB2376 (100.00%)	NT17AB2112 (99.37%)	NT20ABA1529 (100.00%)
NT08AB1536	NT16AB2375 (99.22%)	NT17AB2111 (99.22%)	NT20ABA1530 (98.43%)
NT08AB1537	NT16AB2374 (98.85%)	NT17AB2110 (96.55%)	NT20ABA1531 (98.85%)
NT08AB1538	NT16AB2373 (99.66%)	NT17AB2109 (99.22%)	NT20ABA1532 (99.66%)
NT08AB1539	NT16AB2372 (99.73%)	NT17AB2108 (98.67%)	NT20ABA1533 (99.73%)
NT08AB1540	NT16AB2371 (99.78%)	NT17AB2107 (99.12%)	NT20ABA1534 (99.78%)
NT08AB1541	NT16AB2370 (100.00%)	NT17AB2106 (99.63%)	NT20ABA1535 (100.00%)
NT08AB1542	NT16AB2369 (100.00%)	NT17AB2105 (97.73%)	NT20ABA1536 (100.00%)
NT08AB1543			
NT08AB1544	NT16AB2368 (98.32%)	NT17AB2104 (98.32%)	NT20ABA1537 (98.32%)
NT08AB1545	NT16AB2367 (99.65%)	NT17AB2103 (99.65%)	NT20ABA1538 (99.65%)
NT08AB1546	NT16AB2366 (99.10%)	NT17AB2102 (100.00%)	NT20ABA1539 (99.10%)
NT08AB1547	NT16AB2365 (99.38%)	NT17AB2101 (99.38%)	NT20ABA1540 (99.38%)
NT08AB1548	NT16AB2364 (97.70%)	NT17AB2100 (97.70%)	NT20ABA1541 (97.96%)
NT08AB1549	NT16AB2363 (98.44%)	NT17AB2099 (97.85%)	NT20ABA1542 (98.44%)
NT08AB1550	NT16AB2362 (100.00%)		NT20ABA1543 (100.00%)
NT08AB1551	NT16AB2361 (99.47%)	NT17AB2097 (98.94%)	NT20ABA1544 (99.47%)
NT08AB1552			
NT08AB1553	NT16AB2360 (100.00%)		NT20ABA1545 (100.00%)
NT08AB1554	NT16AB2359 (98.61%)		NT20ABA1546 (97.16%)
NT08AB1555	NT16AB2358 (100.00%)		NT20ABA1547 (100.00%)
NT08AB1556	NT16AB2357 (99.34%)		NT20ABA1548 (99.34%)
NT08AB1557	NT16AB2356 (99.53%)		NT20ABA1550 (98.66%)
NT08AB1558	NT16AB2355 (99.35%)		NT20ABA1551 (99.35%)
NT08AB1559	NT16AB2354 (97.28%)		NT20ABA1552 (97.28%)
NT08AB1560	NT16AB2353 (98.68%)		NT20ABA1553 (98.68%)
NT08AB1561			
NT08AB1562	NT16AB2352 (96.40%)		NT20ABA1554 (96.40%)
NT08AB1563	NT16AB2351 (99.20%)		NT20ABA1555 (99.20%)
NT08AB1564	NT16AB2350 (99.77%)		NT20ABA1556 (99.77%)
NT08AB1565	NT16AB2349 (99.24%)		NT20ABA1557 (99.43%)
NT08AB1566	NT16AB2348 (99.81%)		NT20ABA1558 (99.81%)
NT08AB1567	NT16AB2347 (98.26%)		NT20ABA1559 (98.26%)
NT08AB1568	NT16AB2346 (99.14%)		NT20ABA1560 (99.14%)
NT08AB1569	NT16AB2345 (99.68%)		NT20ABA1561 (98.72%)
NT08AB1570	NT16AB2344 (100.00%)		NT20ABA1562 (100.00%)
NT08AB1571	NT16AB2343 (98.80%)		NT20ABA1563 (98.80%)
NT08AB1572	NT16AB2342 (100.00%)		NT20ABA1564 (100.00%)
NT08AB1573	NT16AB2341 (99.43%)		NT20ABA1565 (99.43%)
NT08AB1574	NT16AB2340 (98.05%)		NT20ABA1566 (98.44%)
NT08AB1575	NT16AB2339 (98.86%)		NT20ABA1567 (98.86%)
NT08AB1576	NT16AB2338 (97.07%)		NT20ABA1568 (97.07%)
NT08AB1577	NT16AB2337 (99.00%)		NT20ABA1569 (99.00%)
NT08AB1578	NT16AB2336 (99.05%)		NT20ABA1570 (99.05%)
NT08AB1579			
NT08AB1580	NT16AB2335 (100.00%)		NT20ABA1571 (100.00%)
NT08AB1581	NT16AB2334 (98.01%)		NT20ABA1572 (98.01%)
NT08AB1582	NT16AB2333 (98.43%)		NT20ABA1573 (98.43%)
NT08AB1583			
NT08AB1584			
NT08AB1585			
NT08AB1586			
NT08AB1587	NT16AB2330 (95.34%)		NT20ABA1576 (95.50%)
NT08AB1588	NT16AB2329 (97.60%)		NT20ABA1577 (97.60%)
NT08AB1589	NT16AB2311 (99.44%)		NT20ABA1591 (97.18%)
NT08AB1590	NT16AB2310 (97.37%)		NT20ABA1592 (97.37%)
NT08AB1591	NT16AB2297 (99.00%)		NT20ABA1605 (99.00%)
NT08AB1592	NT16AB2296 (99.49%)		NT20ABA1606 (99.49%)
NT08AB1593	NT16AB2295 (99.63%)		NT20ABA1607 (99.63%)
NT08AB1594	NT16AB2294 (97.77%)		NT20ABA1608 (97.77%)
NT08AB1595			
NT08AB1596	NT16AB2293 (99.58%)		NT20ABA1609 (99.58%)
NT08AB1597	NT16AB2292 (99.42%)		NT20ABA1610 (99.42%)
NT08AB1598			
NT08AB1599	NT16AB2291 (93.83%)		NT20ABA1611 (93.83%)
NT08AB1600	NT16AB2290 (98.24%)		NT20ABA1612 (98.24%)
NT08AB1601	NT16AB2289 (95.31%)		NT20ABA1613 (95.31%)
NT08AB1602	NT16AB2288 (96.60%)		NT20ABA1614 (96.34%)
NT08AB1603	NT16AB2287 (98.89%)		NT20ABA1615 (98.89%)
NT08AB1604			
NT08AB1605	NT16AB2266 (98.49%)		NT20ABA1636 (98.49%)
NT08AB1606			
NT08AB1607			
NT08AB1608	NT16AB2265 (99.48%)		NT20ABA1637 (99.48%)
NT08AB1609	NT16AB2264 (99.36%)		NT20ABA1638 (99.36%)
NT08AB1610	NT16AB2263 (99.33%)		NT20ABA1639 (99.33%)
NT08AB1611	NT16AB2262 (98.49%)		NT20ABA1640 (98.49%)
NT08AB1612	NT16AB2261 (98.88%)		NT20ABA1641 (98.88%)
NT08AB1613	NT16AB2260 (99.06%)		NT20ABA1642 (99.06%)
NT08AB1614	NT16AB2259 (100.00%)		NT20ABA1643 (100.00%)
NT08AB1615	NT16AB2258 (98.45%)		NT20ABA1644 (98.45%)
NT08AB1616	NT16AB2257 (99.29%)		NT20ABA1645 (99.29%)
NT08AB1617	NT16AB2256 (97.76%)		NT20ABA1646 (97.76%)
NT08AB1618	NT16AB2255 (98.60%)		NT20ABA1647 (98.59%)
NT08AB1619	NT16AB2254 (96.36%)		NT20ABA1648 (96.36%)
NT08AB1620	NT16AB2252 (98.14%)		NT20ABA1649 (98.14%)
NT08AB1621	NT16AB2251 (98.28%)		NT20ABA1651 (98.28%)
NT08AB1622	NT16AB2250 (97.87%)		NT20ABA1652 (97.87%)
NT08AB1623	NT16AB2249 (100.00%)		NT20ABA1653 (100.00%)
NT08AB1624	NT16AB2248 (97.26%)		NT20ABA1654 (97.26%)
NT08AB1625	NT16AB2247 (99.05%)		NT20ABA1655 (99.05%)
NT08AB1626	NT16AB2246 (100.00%)		NT20ABA1656 (100.00%)
NT08AB1627	NT16AB2245 (100.00%)		NT20ABA1657 (100.00%)
NT08AB1628	NT16AB2244 (99.57%)		NT20ABA1658 (99.36%)
NT08AB1629	NT16AB2243 (99.72%)	NT17ABB0025 (62.40%)	NT20ABA1659 (99.86%)
NT08AB1630	NT16AB2242 (100.00%)		NT20ABA1661 (97.89%)
NT08AB1631	NT16AB2241 (97.81%)		NT20ABA1662 (97.81%)
NT08AB1632	NT16AB2240 (100.00%)		NT20ABA1663 (100.00%)
NT08AB1633	NT16AB2239 (100.00%)		NT20ABA1664 (100.00%)
NT08AB1634	NT16AB2238 (99.51%)		NT20ABA1665 (99.51%)
NT08AB1635	NT16AB2237 (97.54%)		NT20ABA1666 (97.54%)
NT08AB1636	NT16AB2236 (99.34%)		NT20ABA1667 (99.34%)
NT08AB1637	NT16AB2235 (99.07%)		NT20ABA1668 (99.07%)
NT08AB1638	NT16AB2234 (97.91%)		NT20ABA1670 (97.33%)
NT08AB1639	NT16AB2233 (98.75%)		NT20ABA1671 (98.75%)
NT08AB1640	NT16AB2232 (100.00%)		NT20ABA1672 (100.00%)
NT08AB1641	NT16AB2230 (98.49%)		NT20ABA1673 (98.49%)
NT08AB1642	NT16AB2229 (99.55%)		NT20ABA1674 (99.55%)
NT08AB1643	NT16AB2228 (98.77%)		NT20ABA1675 (98.77%)
NT08AB1644	NT16AB2227 (99.65%)		NT20ABA1676 (99.65%)
NT08AB1645	NT16AB2226 (98.31%)		NT20ABA1677 (97.88%)
NT08AB1646	NT16AB2225 (98.07%)		NT20ABA1678 (98.07%)
NT08AB1647	NT16AB2224 (97.17%)		NT20ABA1679 (97.17%)
NT08AB1648			
NT08AB1649			
NT08AB1650	NT16AB2222 (97.15%)		NT20ABA1680 (97.15%)
NT08AB1651	NT16AB2221 (100.00%)		NT20ABA1681 (100.00%)
NT08AB1652	NT16AB2220 (99.35%)		NT20ABA1682 (99.35%)
NT08AB1653	NT16AB2219 (97.63%)		NT20ABA1683 (97.63%)
NT08AB1654	NT16AB2218 (97.96%)		NT20ABA1684 (97.96%)
NT08AB1655	NT16AB2217 (98.04%)		NT20ABA1685 (97.71%)
NT08AB1656	NT16AB2216 (98.67%)		NT20ABA1686 (98.67%)
NT08AB1657	NT16AB2215 (96.15%)		NT20ABA1687 (96.15%)
NT08AB1658	NT16AB2214 (99.34%)	NT17AB1452 (99.00%)	NT20ABA1688 (99.34%)
NT08AB1659	NT16AB2213 (99.30%)	NT17AB1453 (97.64%)	NT20ABA1689 (99.30%)
NT08AB1660	NT16AB2212 (99.13%)	NT17AB1454 (98.25%)	NT20ABA1690 (99.13%)
NT08AB1661	NT16AB2210 (98.52%)	NT17AB1455 (96.55%)	NT20ABA1691 (98.38%)
NT08AB1662	NT16AB2209 (98.10%)	NT17AB1456 (98.08%)	NT20ABA1692 (98.10%)
NT08AB1663	NT16AB2208 (99.49%)	NT17AB1457 (100.00%)	NT20ABA1693 (99.49%)
NT08AB1664	NT16AB2207 (98.23%)	NT17AB1458 (98.45%)	NT20ABA1694 (98.23%)
NT08AB1665			
NT08AB1666			
NT08AB1667	NT16AB2205 (99.28%)		NT20ABA1696 (99.28%)
NT08AB1668	NT16AB2204 (96.60%)		NT20ABA1697 (96.60%)
NT08AB1669	NT16AB2203 (95.96%)		NT20ABA1698 (95.96%)
NT08AB1670	NT16AB2202 (96.11%)		NT20ABA1699 (96.11%)
NT08AB1671	NT16AB2201 (95.99%)		NT20ABA1700 (95.99%)
NT08AB1672	NT16AB2200 (92.00%)		NT20ABA1701 (91.50%)
